ID,item_cnt_month
176,1.0320992
177,0.41237295
178,0.19860506
179,0.07582644
180,1.3793582
181,0.15775535
182,0.14164048
183,0.14515132
184,0.088780105
185,0.4277166
186,0.06687686
187,0.09252977
188,0.29869103
189,0.29869103
190,0.32729775
191,0.3484693
192,0.67030656
193,0.13317224
194,0.19028193
195,0.10687664
196,0.44975594
197,3.4347548
198,1.3749084
199,2.7614655
200,0.23818845
201,2.7614655
202,0.07085824
203,0.8428713
204,0.15041506
205,0.95141894
206,0.81784195
207,0.1601302
208,1.4927292
209,0.42110646
210,0.11061311
211,0.037354887
212,0.03709635
213,0.20346305
214,0.053884715
215,0.08980146
216,0.19174322
217,0.00908798
218,1.4884101
219,0.34013724
220,0.15428469
221,3.377724
222,2.7614655
223,0.6409227
224,1.8326422
225,0.20525032
226,0.554636
227,0.12138271
228,0.100619584
229,0.15080929
230,3.5123324
231,0.5360194
232,0.13593662
233,0.09863886
234,0.04688686
235,0.082576066
236,0.5058595
237,0.6052305
238,0.75011355
239,0.3674934
240,0.41103935
241,0.039476752
242,0.05037597
243,3.631172
244,0.29869103
245,0.18452898
246,1.4657571
247,0.61765474
248,0.3101319
249,0.055556446
250,0.5643442
251,0.22027624
252,0.2787993
253,0.69104326
254,0.32795954
255,3.3230355
256,1.443049
257,0.1298399
258,0.529989
259,0.127464
260,0.15613535
261,0.07025015
262,0.1947164
263,0.005071729
264,0.053713024
265,0.50721085
266,0.035341293
267,0.267097
268,1.3598766
269,0.18507591
270,1.4495666
271,0.09087789
272,0.110881776
273,2.634081
274,14.267946
275,0.09032062
276,0.17340383
277,0.97032285
278,0.32811797
279,0.4208176
280,0.13995728
281,0.04553595
282,0.041072667
283,0.47770193
284,0.33194873
285,0.14801446
286,0.10111657
287,0.8355455
288,0.13678399
289,0.15066424
290,0.019292563
291,0.066298336
292,0.39410585
293,0.082642525
294,0.5253101
295,1.16625
296,0.2176544
297,0.09714115
298,0.1906192
299,0.20332783
300,0.09442863
301,0.6385088
302,0.8946457
303,0.5419742
304,0.061979264
305,0.027590096
306,0.17863128
307,0.17684394
308,0.18822822
309,1.435535
310,1.3642596
311,0.509541
312,0.6095016
313,0.18468735
314,0.08962786
315,0.6379479
316,0.07507533
317,2.3034654
318,0.04054451
319,0.12582836
320,0.24515927
321,0.026241958
322,0.715914
323,0.08078545
324,0.41840267
325,0.40598306
326,0.12855414
327,0.09715605
328,0.10879442
329,0.15778059
330,0.07130399
331,0.22477442
332,0.0787507
333,0.17018282
334,0.5650274
335,0.22389719
336,0.26809973
337,0.4424036
338,0.17407686
339,0.54412365
340,0.049643844
341,0.08491835
342,0.4277166
343,0.80235696
344,0.07811889
345,0.03589034
346,4.208069
347,2.957158
348,0.12300256
349,0.39986718
350,0.33747393
351,0.5286085
352,0.12611973
353,0.22097081
354,0.18103799
355,1.1788763
356,0.39250264
357,0.799086
358,0.30720317
359,0.5222788
360,0.4230653
361,3.2446492
362,0.5493686
363,0.9219583
364,0.48392132
365,0.576053
366,0.4277166
367,0.023459077
368,0.08893812
369,0.3104688
370,0.24409878
371,1.619868
372,1.0094101
373,0.36270922
374,1.479598
375,2.5999033
376,0.5620263
377,0.12566873
378,0.37775302
379,0.093349814
380,2.4643624
381,0.41720515
382,0.4174241
383,0.20927411
384,1.5389334
385,0.16243494
386,0.42292348
387,0.46522748
388,0.106066555
389,0.024638921
390,0.10338819
391,0.19250199
392,0.06694636
393,0.4441652
394,0.30047557
395,0.045856774
396,1.7030566
397,0.8243536
398,0.07081413
399,0.17824021
400,0.2561534
401,0.2309925
402,2.1528761
403,3.881747
404,0.768687
405,0.0642083
406,0.23929769
407,0.55397516
408,0.10290182
409,3.3374052
410,0.32502884
411,1.3386793
412,0.26077563
413,0.3799688
414,0.05418119
415,2.5820842
416,1.9303774
417,3.3374052
418,3.7657216
419,0.32502884
420,0.4671654
421,2.075464
422,0.38593253
423,0.67132074
424,0.23766688
425,0.17725405
426,3.3374052
427,0.39823827
428,0.8773986
429,0.2249687
430,1.0099788
431,0.4540099
432,0.03017062
433,0.08333081
434,0.078887105
435,0.7367468
436,0.026241958
437,0.61423826
438,0.3140313
439,0.33547735
440,0.13381284
441,0.24380147
442,0.50319964
443,0.1376175
444,0.27554822
445,0.538298
446,0.23700482
447,0.15403625
448,0.25006366
449,0.39372763
450,0.19169599
451,0.178868
452,0.19400194
453,0.18549436
454,0.40907857
455,0.108902335
456,0.593052
457,0.008900613
458,1.0730057
459,0.6384377
460,19.060783
461,0.9588207
462,0.30921155
463,0.27997667
464,0.61445576
465,1.2133203
466,0.22349936
467,0.4277166
468,0.20905882
469,0.17957413
470,0.68739504
471,0.23954713
472,0.07809672
473,0.035062164
474,0.882148
475,1.1651834
476,0.033780396
477,0.18308327
478,0
479,0.14549324
480,0.22601199
481,0.22601199
482,0.07485503
483,0.33575773
484,0.8523014
485,0.53043497
486,0.8647278
487,0.2692384
488,0.11720875
489,2.6751251
490,0.23785222
491,0.22601199
492,0.7051857
493,0.002286792
494,0.27483165
495,0.1650194
496,0.075210035
497,4.01917
498,3.7401211
499,0.40900916
500,4.01917
501,0.33354855
502,0.40239477
503,0.026814908
504,0.5490964
505,0.4874035
506,0.7881285
507,0.08354044
508,0.7073175
509,0.1587291
510,0.1878396
511,0.11186081
512,0.13033766
513,0.32502884
514,0.059796423
515,4.01917
516,0.118361294
517,0.31057748
518,0.70811766
519,0.5482221
520,0.4102201
521,0.1973694
522,0.6112726
523,0.7858265
524,0.21660209
525,0.56129146
526,0.15151581
527,0.11473769
528,0.07475412
529,0.028240412
530,1.2058395
531,0.28290972
532,0.08419639
533,0.07750744
534,0.013018668
535,0.02942717
536,3.3374052
537,0.071038514
538,0.12171236
539,0.11051214
540,0.85903597
541,3.3374052
542,0.06676638
543,0.19613642
544,0.08355853
545,0.054355145
546,0.19480634
547,0.12986737
548,0.13778907
549,0.11050707
550,0.2645263
551,0.35887402
552,0.61444557
553,0.16793379
554,0.04710883
555,0.30290103
556,0.090657085
557,0.21494335
558,0.03058663
559,0.19040865
560,0.10984206
561,0.49626088
562,0.0737122
563,0.20759118
564,0.011234105
565,0.084687084
566,0.123619884
567,0.14659843
568,0.31132567
569,0.19227153
570,0.37937257
571,0.23941553
572,1.0660734
573,0.14480862
574,0.017465085
575,0.32502884
576,0.2455208
577,0.32502884
578,3.3374052
579,0.15976325
580,0
581,0
582,0
583,0
584,0.5947491
585,0.20682228
586,0.14041486
587,0.6183405
588,3.6844752
589,0.23745319
590,1.0577409
591,0.40967083
592,3.494209
593,0.13399062
594,0.12039074
595,0.13809821
596,0.113318145
597,0.08281475
598,0.0962024
599,0.18173724
600,0.25429136
601,0.71213853
602,0.051976264
603,0.09223381
604,0.112222195
605,0.03229752
606,0.07085511
607,0.30211478
608,0.047819674
609,0.2929786
610,0.40021235
611,0.67192185
612,0.2645263
613,0.2645263
614,0.07051015
615,0.85049653
616,1.718507
617,0.33236384
618,0.4659047
619,0.075214475
620,0.16546118
621,4.01917
622,1.5234939
623,0.62121034
624,0.63061666
625,0.3058172
626,0.39410895
627,0.10363877
628,0.08285895
629,0.17045146
630,0.10191789
631,0.002720445
632,0.35930955
633,0.1265186
634,0.88165
635,0.26170212
636,0.32502884
637,0.110177636
638,0.15466213
639,0.14552218
640,0.36365968
641,0.7671667
642,0.23543978
643,0.121777534
644,0.043192983
645,0.29869103
646,0.5815889
647,0.017105162
648,0.01654616
649,0.23459417
650,0.17546612
651,0.9342793
652,0.21796283
653,0.090720385
654,0.26499537
655,0.2445516
656,0.81225824
657,0.08341488
658,0.041989774
659,0.06498158
660,0.40133876
661,0.19116613
662,0.005655736
663,0.7732619
664,0.072347134
665,0.28671962
666,0.0808776
667,0.32502884
668,0.8500588
669,0.4186821
670,0.036064357
671,0.09502557
672,0.055962086
673,0.6004237
674,0.15355939
675,0.28451598
676,0.48083413
677,0.45078424
678,0.39091963
679,0.0898568
680,0.37886393
681,0.051549613
682,0.11005926
683,0.2645263
684,0.8500588
685,0.43890727
686,0.47240043
687,0.5206553
688,0.15838817
689,0.22477442
690,0.034889847
691,0.07216889
692,0.0737122
693,0.080792725
694,0.060840756
695,0.4362171
696,0.30047557
697,0.022084534
698,0.048623502
699,0.21856257
700,1.8944087
701,0.30047557
702,1.4464335
703,1.6197433
704,0.09786606
705,0.31403464
706,0.04693255
707,0.0615263
708,0.1508612
709,1.9974953
710,0.4183134
711,0.48004827
712,0.05311683
713,0.63488567
714,0.12388584
715,0.073708594
716,0.4024871
717,0.13847509
718,0
719,0.4277166
720,0.06135258
721,0.42699438
722,0.2862547
723,1.6584557
724,0.07490969
725,0.34376344
726,0.74649906
727,0.8568541
728,0.30047557
729,1.1461136
730,0.0808776
731,0.046592712
732,0.99312246
733,0.4277166
734,1.0931699
735,0.104895145
736,0.3119796
737,0.4295701
738,0.23663643
739,0.1748547
740,0.10538444
741,0.060351163
742,0.08056307
743,0.6420099
744,0.6121776
745,0.5058131
746,0.38983548
747,0.45495903
748,0.7695133
749,0.17375949
750,0.17387909
751,0.033419818
752,0.3965596
753,0.11020985
754,1.2213085
755,0.63803
756,0.032009363
757,0.20178169
758,0.020757943
759,0.15680063
760,0.5778728
761,0.41333678
762,0.20995843
763,1.9586321
764,0.2435067
765,0.1672742
766,0.11260754
767,0.4660613
768,0.6914105
769,0.50639564
770,0.37546095
771,0.026554614
772,0.32661062
773,0.087840706
774,0.16203967
775,0.05987656
776,0.45771474
777,0.5135569
778,0.012808144
779,0.12810391
780,0.30047557
781,1.1846967
782,0.60213625
783,0.6280205
784,0.30047557
785,1.6044549
786,2.4613256
787,0.76757115
788,0.15340585
789,0.42435154
790,0.30047557
791,0.30047557
792,0.30047557
793,4.229152
794,0.30047557
795,0.1966592
796,0.26529855
797,1.0362649
798,0.30047557
799,2.246036
800,0.12110779
801,0.024321228
802,0.4277166
803,0.4277166
804,0.07778004
805,0.046829164
806,0.3740883
807,0.14507699
808,0.4659
809,0.022722453
810,0.49153075
811,0.546672
812,0.506305
813,0.04194346
814,0.030372977
815,0.362103
816,0.23740974
817,0.07591489
818,0.4277166
819,0.14076838
820,0.27070308
821,0.07431504
822,0.261169
823,0.31403464
824,0.10218647
825,0.09834662
826,0.17863128
827,0.31403464
828,0.07304156
829,0.18301937
830,3.8083415
831,0.11051014
832,0.0315319
833,0.5276472
834,0.7678511
835,0.20194423
836,0.14306381
837,0.5832299
838,0.43773842
839,0.031239212
840,0.02943948
841,0.12825012
842,0.044722676
843,0.24409878
844,0.47451454
845,0.10111657
846,0.056528598
847,0.22682023
848,0.1015389
849,0.056163907
850,0.1442093
851,0.24409878
852,0.51911366
853,0.24409878
854,0.22279134
855,0.3120511
856,0.2789935
857,0.6097393
858,0.31403464
859,0.41054544
860,0.06107214
861,0.074759334
862,0.32574713
863,0.42211276
864,0.50300056
865,0.7105227
866,0.6150007
867,0.051294148
868,1.2974323
869,0.08596122
870,0.5307563
871,0.11042318
872,0.08417639
873,0.39122823
874,0.25385725
875,0.7701825
876,0.17137012
877,0.07721144
878,0.21848997
879,0.47630075
880,0.071550876
881,1.2056737
882,0.4778942
883,1.4850881
884,0.2777425
885,0.71754146
886,0.17939618
887,0.17635992
888,0.2106857
889,0.10743567
890,0.35900703
891,0.67699313
892,0.3436502
893,0.04822427
894,0.2546612
895,0.101882756
896,0.10879442
897,0.048679918
898,0.22112954
899,0.3197307
900,0.04054451
901,1.4234399
902,0.07129654
903,0.43871075
904,0.3771211
905,0.39316833
906,1.1183693
907,0.40104812
908,0.5103759
909,0.18862364
910,0.20968094
911,0.03240311
912,0.9160264
913,0.28987232
914,0.025257498
915,0.20488659
916,0.19178724
917,0.040282518
918,0.10104716
919,0.3080748
920,0.50007534
921,0.8287027
922,0.06437817
923,0.10484445
924,0.21181959
925,0.13807282
926,0.21252763
927,0.08955464
928,0.5133125
929,0.7526781
930,0.02772963
931,0.05690065
932,0.5380109
933,0.21435288
934,0.13189971
935,0.29216823
936,0.29207408
937,0.28563797
938,0.10207912
939,0.14613429
940,0.07896772
941,0.42124608
942,0.05726391
943,0.5887335
944,0.1336554
945,0.021604538
946,0.1141949
947,0.094400465
948,0.18486887
949,0.17363954
950,0.28291357
951,0.033165187
952,0.016571343
953,0.12603629
954,0.19627914
955,0.40648127
956,0.49073792
957,0.02756092
958,0.7531673
959,0.37546095
960,0.41148847
961,0.116751075
962,0.39599353
963,0.06553334
964,0.6798437
965,0.81784195
966,0.23074946
967,0.350652
968,0.056075037
969,0.11543122
970,0.06375128
971,0.09319702
972,0.06165588
973,0.1159665
974,0.049788594
975,0.037332654
976,0.114287674
977,0.5322743
978,0.41038147
979,1.0905447
980,0.30090714
981,0.20300946
982,0.47487408
983,0.08875692
984,0.114980966
985,0.44786254
986,0.48772275
987,0.29604983
988,0.10939744
989,0.15117946
990,1.0637602
991,0.43343216
992,0.093557686
993,1.7628042
994,0.37499127
995,0.24722302
996,0.049676657
997,0.41516268
998,0.1303792
999,0.067760736
1000,0.5042661
1001,0.2928995
1002,0.7502272
1003,0.1246784
1004,0.06790796
1005,0.19307682
1006,0.047141314
1007,0.047819674
1008,0.56263536
1009,0.11766788
1010,0.09259668
1011,0.12641251
1012,0.46606314
1013,1.8857293
1014,0.4070458
1015,0.81784195
1016,0.014938861
1017,0
1018,0.22528607
1019,0.45243332
1020,0.15586948
1021,0.25569454
1022,0.031735837
1023,0.08781165
1024,0.36242098
1025,0.1481027
1026,0.47483003
1027,0.302202
1028,0.112540245
1029,0.063177556
1030,0.078754365
1031,1.3165162
1032,1.1602788
1033,0.2645263
1034,0.6954047
1035,0.052442998
1036,0
1037,1.2754388
1038,0.22864854
1039,0.31891596
1040,0.3259614
1041,0.24248281
1042,0.9238198
1043,0.08122808
1044,0.3262478
1045,0.09286016
1046,0.45946622
1047,0.18456906
1048,0.02757436
1049,0.14251617
1050,0.13494998
1051,0.16654521
1052,0.3909919
1053,0.17450178
1054,0.23340559
1055,0.28899062
1056,0.535019
1057,0.2833863
1058,0.53358066
1059,1.6945039
1060,0.17397287
1061,0.4277166
1062,0.013383091
1063,0.11342546
1064,0.30896714
1065,0.10396242
1066,0.14399791
1067,0.31798756
1068,0.06596893
1069,0.21517617
1070,0.17629394
1071,0.15034181
1072,0.14363798
1073,0.20332444
1074,0.188564
1075,0.21078631
1076,0.28424227
1077,2.7614655
1078,0.95141894
1079,1.195313
1080,0.105877906
1081,1.1263566
1082,0.049604118
1083,0.30984712
1084,0.10973176
1085,0.2347776
1086,0.041360855
1087,0.19706625
1088,0.5218358
1089,0.8005385
1090,0.65458524
1091,0.52119035
1092,0.6021352
1093,0.21902704
1094,0.12825209
1095,0.12651956
1096,0.4013304
1097,0.2713409
1098,0.38319385
1099,0.40697297
1100,0.21105352
1101,0.19421613
1102,0.2551093
1103,0.4767901
1104,0.9809946
1105,0.10104716
1106,0.22875512
1107,0.48173553
1108,0.031217277
1109,0.26009715
1110,0.13966131
1111,0.02062112
1112,0.2667997
1113,0.07651585
1114,0.14437714
1115,0.0552108
1116,0.08469772
1117,0.011217386
1118,0.028465122
1119,0.120989114
1120,0.23553279
1121,0.08714667
1122,0.10309556
1123,0.23818845
1124,0.15100253
1125,0.1560407
1126,0.2515542
1127,0.061739326
1128,0.09125337
1129,0.11734614
1130,0.066774964
1131,0.29869103
1132,0.36883843
1133,0.045900673
1134,0.09672204
1135,0.08575603
1136,0.10243526
1137,0.76568377
1138,0.33970445
1139,0.058095634
1140,0.11388287
1141,0.086494595
1142,1.5494566
1143,0.041651905
1144,0.09240529
1145,0.27549306
1146,0.114730716
1147,0.4277166
1148,0.062292993
1149,0.14682189
1150,0.2769813
1151,0.36030033
1152,0.09208661
1153,0.1282624
1154,0.5012924
1155,0.20600724
1156,0.1367403
1157,2.7563605
1158,2.3120823
1159,0.10680261
1160,0.013517052
1161,0.29336146
1162,0.17863128
1163,0.03830126
1164,0.06815261
1165,0.39653915
1166,0.044590175
1167,0.105160594
1168,0.3120162
1169,0.1032227
1170,0.37244332
1171,0.1946665
1172,0.048401594
1173,0.023628294
1174,0
1175,0
1176,0
1177,0
1178,0.09533563
1179,0.071697235
1180,0.22174132
1181,0.53781945
1182,0.16010636
1183,0.088520706
1184,0.26695144
1185,0.062292993
1186,0.050376624
1187,0.4277166
1188,0.074638724
1189,1.0856528
1190,0.13897982
1191,0.20807284
1192,0.18761817
1193,0.90570474
1194,0.18534175
1195,0.4363822
1196,0.17508534
1197,0.105208695
1198,0.13487592
1199,0.48531613
1200,0.38829023
1201,0.26330093
1202,0.028992712
1203,0.19461426
1204,0.29869103
1205,1.1615844
1206,0.21639186
1207,0.0752711
1208,0.05815488
1209,0
1210,0.123694986
1211,0.054499358
1212,1.905599
1213,0.98786366
1214,0.20916378
1215,0.08431557
1216,0.41279262
1217,0.523228
1218,0.19627914
1219,0.08844671
1220,0.035572648
1221,0.070319265
1222,0.08746347
1223,0.06687686
1224,0.14842448
1225,0.000638247
1226,0.116524935
1227,0.30047557
1228,0.325922
1229,0.2850458
1230,0.32597667
1231,0.4407857
1232,0.27224094
1233,0.093218744
1234,0.11762288
1235,0.392176
1236,0.39571077
1237,0.17393419
1238,0.30047557
1239,1.1846967
1240,0.08039603
1241,0.47276923
1242,0.15627754
1243,0.5230447
1244,0.13476214
1245,0.0687339
1246,0.89922744
1247,0.44006857
1248,0.125503
1249,0.13430771
1250,0.1512531
1251,0.07562506
1252,0.09249982
1253,0.14218351
1254,0.30825597
1255,0.08187121
1256,0.3215587
1257,0.0960131
1258,0.22497138
1259,0.35306674
1260,0.860648
1261,0.17599756
1262,0.06434366
1263,0
1264,1.269023
1265,0.2744518
1266,0.12349415
1267,0.76749516
1268,0.115166426
1269,0.15680063
1270,0.19899088
1271,0.17398709
1272,0.024222434
1273,0.1658631
1274,0.10218063
1275,0.064697206
1276,0.13341421
1277,0.41237295
1278,1.5249707
1279,0.45514214
1280,0.03751692
1281,0.117694974
1282,0.14300591
1283,0.070889235
1284,0.56070936
1285,0.1481362
1286,0.03316942
1287,0.5186217
1288,0.21690333
1289,0.167108
1290,0.08927357
1291,0.44138896
1292,0.4537399
1293,0.21925855
1294,0.5835974
1295,0.3333877
1296,0.115983605
1297,0.1312631
1298,0.6871332
1299,0.2430282
1300,0.24768662
1301,0.5084231
1302,0.20660785
1303,0.35161966
1304,0.84719986
1305,0.2727632
1306,0.051448226
1307,0.1612114
1308,0.29801106
1309,0.20130196
1310,0.02836886
1311,0.09976581
1312,0.5593926
1313,0.17423141
1314,0.45926216
1315,0.039723456
1316,0.35715276
1317,0.09566373
1318,0.6642035
1319,0.11841926
1320,0.14485857
1321,0.094115615
1322,0.4277166
1323,0.19366977
1324,0.03962028
1325,0.4773838
1326,0.019725591
1327,0.0669592
1328,0.1109353
1329,0.046580642
1330,0.045930237
1331,1.3182693
1332,0.095187515
1333,2.061766
1334,0.51195717
1335,0.053602457
1336,0.29242307
1337,0.23329529
1338,0.2750127
1339,0.14939606
1340,0.37006122
1341,0.37006122
1342,0.18443221
1343,0.1526941
1344,0
1345,0.03883964
1346,0.37006122
1347,0.079125404
1348,0.04890257
1349,0.40017965
1350,0.022036433
1351,0.095838904
1352,0.020971596
1353,0.13176787
1354,0.105897635
1355,0.7452634
1356,0.31277722
1357,0.08273804
1358,0.20963082
1359,0.40269333
1360,0.8730315
1361,0.5031746
1362,0.07984236
1363,0.13878116
1364,0.25239718
1365,0.16578919
1366,0.06100589
1367,0.11302742
1368,0.18760648
1369,0.29394746
1370,0.31403464
1371,0.010473937
1372,0.055690855
1373,0.12665662
1374,0.062292993
1375,0.15685624
1376,0.3520443
1377,0.034576923
1378,0.13867721
1379,0.13122454
1380,0.16638818
1381,0.06311658
1382,0.32330132
1383,0.31549734
1384,0.11822969
1385,0.36308393
1386,0.16618553
1387,0.045372665
1388,0.24848083
1389,0.15080929
1390,0.22055158
1391,0.459425
1392,0.24428406
1393,0.031930923
1394,0.04631251
1395,0.14712858
1396,0.15322569
1397,0.21565604
1398,0.111261666
1399,0.0981504
1400,0.24162382
1401,0.05866137
1402,0.18658689
1403,0.74294287
1404,0.29869103
1405,0.041707993
1406,0.034430087
1407,0.011453033
1408,0.031431288
1409,0.041476995
1410,0.12033117
1411,0.18395275
1412,0.07185516
1413,0.28894144
1414,0.053203285
1415,0.011424303
1416,0.052442998
1417,0.35344434
1418,0.028172165
1419,0.12091723
1420,0.27856076
1421,0.23003191
1422,0.13907748
1423,0.090732574
1424,0.032303184
1425,0.05430475
1426,0.20905882
1427,0.12683019
1428,0.04494247
1429,0.08124727
1430,0.03229466
1431,0.0883632
1432,0.15693095
1433,0.052993774
1434,1.1502748
1435,0.052029222
1436,0.03229466
1437,0.07179183
1438,0.07773882
1439,0.041479647
1440,0.07642475
1441,0.06904152
1442,0.1847843
1443,0.14884496
1444,0.30047557
1445,0.2130095
1446,0.30047557
1447,0.13494998
1448,0.046359748
1449,0.19686499
1450,0.10855657
1451,0.4245662
1452,0.21769252
1453,0.08595276
1454,0.06987563
1455,0.028536618
1456,0.029716998
1457,0
1458,0.24087939
1459,0.99392647
1460,0.13633823
1461,0.10804784
1462,0.21294558
1463,0.12421143
1464,0.09990305
1465,0.107822835
1466,0.14045474
1467,0.9309543
1468,0.3009712
1469,0.08423418
1470,0.18371257
1471,0.21156517
1472,0.21877453
1473,0.118945956
1474,0.23414952
1475,0.3286752
1476,0.08501744
1477,0.2345374
1478,0.03916177
1479,0.2673003
1480,0.06652361
1481,0.08774719
1482,0.6683201
1483,0.03523591
1484,0
1485,0.029504567
1486,0.09296888
1487,0.048882842
1488,0.05039224
1489,0.4543089
1490,1.261862
1491,0.1512531
1492,0.18046027
1493,0.017778277
1494,0.115095496
1495,0.02472639
1496,0.018474013
1497,2.3985322
1498,0.32931948
1499,0.04083109
1500,0.063663065
1501,0
1502,0.25723842
1503,0.11051792
1504,0.034430087
1505,0.09497699
1506,0.08513194
1507,0.063257396
1508,0.118726045
1509,0.17279926
1510,0.030700147
1511,0.08238116
1512,0.065487444
1513,0.077281475
1514,1.0844082
1515,0.16293022
1516,0.052387387
1517,0.04254508
1518,0.092793375
1519,0.10166088
1520,0.21404475
1521,1.3722566
1522,0.40852332
1523,0.074220955
1524,0.1308971
1525,0.31403464
1526,0.03629017
1527,0.09930569
1528,0.027992636
1529,0.117642194
1530,0.08182219
1531,0.6042567
1532,0.11368489
1533,0.038427383
1534,0.06379154
1535,0.0562748
1536,0.42819864
1537,0.08826208
1538,0.31729385
1539,0.10778552
1540,0.22875512
1541,0.22875512
1542,0.20943075
1543,0.12832382
1544,0.05918926
1545,0
1546,2.7614655
1547,0.042951882
1548,0.07746896
1549,0.09831199
1550,0.07971385
1551,0.35806698
1552,0.12288505
1553,0.3265148
1554,0.10218063
1555,0.18049052
1556,0.10003963
1557,0.099190116
1558,0.09974921
1559,0.012297869
1560,0.072003305
1561,0.09781176
1562,0.0490036
1563,0.12710413
1564,0.48399875
1565,0.05116263
1566,0.15072209
1567,0.048399985
1568,0.07971385
1569,0.084537655
1570,0.95988953
1571,0.83522487
1572,0.20011112
1573,0.38319385
1574,0.24999064
1575,0.29187047
1576,0.20943075
1577,0.011415631
1578,0.057493687
1579,0.030224413
1580,0.007378817
1581,0.21066833
1582,0.5932755
1583,0.14384723
1584,0.19279554
1585,0
1586,0
1587,0.40148854
1588,0
1589,0.57455945
1590,0.048448026
1591,0.006623954
1592,0.22875512
1593,0.041317195
1594,0.22638777
1595,0.033352226
1596,0
1597,0.22601199
1598,0.23465765
1599,0.18737474
1600,0.038849294
1601,0.027756184
1602,0.093090326
1603,0.20332783
1604,0.50219584
1605,0.028857648
1606,0
1607,0.066964924
1608,0.2692755
1609,0.10474044
1610,0.010833114
1611,0.30047557
1612,0.035268992
1613,0.25523695
1614,0.022770613
1615,0.32708722
1616,0.014625192
1617,0.017621964
1618,0.5308438
1619,0.04426968
1620,0.033649445
1621,0.41703138
1622,0.015749782
1623,7.12E-05
1624,0
1625,0.002079159
1626,0.5762403
1627,0.82007444
1628,0.11308238
1629,0.31403464
1630,0.006586373
1631,0.10488033
1632,0.058866143
1633,0.03584388
1634,0.030911118
1635,0.019463956
1636,0
1637,0.026733458
1638,0.06692493
1639,3.4776723
1640,0.061311394
1641,0
1642,0.037121117
1643,0.042559266
1644,0.089063436
1645,0.053976357
1646,0.07470444
1647,0.30674195
1648,0.1781508
1649,0.028325617
1650,0.006251246
1651,0.018998414
1652,0.11461499
1653,0.41063607
1654,0.5710692
1655,0.22611526
1656,0.12425038
1657,0.22228456
1658,0.08080837
1659,0.22709805
1660,0.050542474
1661,0
1662,0.1313723
1663,0.13280612
1664,1.1048923
1665,0.013635606
1666,0.021027923
1667,0.24409878
1668,0.43233827
1669,0.03556761
1670,0.07922456
1671,0.07360336
1672,0.16394788
1673,0.07436523
1674,0.4277166
1675,0.12037602
1676,0.37494153
1677,0.109179586
1678,0.115147054
1679,0.011217386
1680,0.08025405
1681,0.11439741
1682,0.023628294
1683,0.20026976
